Wavelength (air nm)	Wavelength (vac nm)	Gfactor (J / s / mol)	Einstein A Coeff. (1/s)	Lower level Energy (1/cm)	Upper level Energy (1/cm)	Accuracy	Lower Electronic State	Lower Spin State	Lower Vibrational State	Lower Rotational Quantum Number (N)	Lower Total Angular Momentum (J)	Upper Electronic State	Upper Spin State	Upper Vibrational State	Upper Rotational Quantum Number (N)	Upper Total Angular Momentum (J)	Band Label
238.71396364327512	238.78673949981751	6.2725996134326645e-31	4341.59075024942	89.862586	41968.234982	A	X	e	0	10	10	Pi	e	3	9	9	P(10)
238.71441843005778	238.7871943893121	3.037588894007227e-68	15440.6869533594	5150.0259066	47028.31852432	A	X	e	3	41	41	Pi	e	7	42	42	R(41)
238.7163827272543	238.78915913013927	1.0760568311994883e-56	4647.19530595968	970.427626	42848.375672	A	X	e	0	34	34	Pi	e	3	35	35	R(34)
238.7243707670303	238.79714897401672	3.745660442722234e-39	9164.38190674923	310.296904	42186.843768	A	X	e	0	19	19	Pi	f	3	19	19	Q(19)
238.72578982715964	238.79856835464568	2.801377053938283e-47	14934.3047244453	4256.706	46133.00395648	A	X	e	3	24	24	Pi	e	7	23	23	P(24)
238.73039708210598	238.80317665016617	1.3926923274333723e-31	4363.66093551153	107.83121184	41983.321062	A	X	e	0	11	11	Pi	e	3	10	10	P(11)
238.73327213655284	238.80605235396723	6.452757601327666e-58	4644.44117914585	1027.393416	42902.37900128	A	X	e	0	35	35	Pi	e	3	36	36	R(35)
238.73868645405614	238.81146789435303	3.6709932859011194e-40	9162.73354135422	342.937224	42216.973208	A	X	e	0	20	20	Pi	f	3	20	20	Q(20)
238.74244129966942	238.81522358805051	1.7341051621534176e-56	30511.542430635	4620.1764864	46493.55394432	A	X	e	3	32	32	Pi	f	7	32	32	Q(32)
238.74610851602287	238.8188916327051	2.010063011284966e-69	15430.4138935221	5216.7687114	47089.50303168	A	X	e	3	42	42	Pi	e	7	43	43	R(42)
238.74754595189938	238.82032939325254	2.633259821945261e-32	4381.68912327443	127.43186976	41999.91410528	A	X	e	0	12	12	Pi	e	3	11	11	P(12)
238.7509225359683	238.82370673998983	3.933655205544969e-59	4641.73797128165	1085.97309984	42957.86319192	A	X	e	0	36	36	Pi	e	3	37	37	R(36)
238.75372841449644	238.82651325228701	3.5187466490072503e-41	9161.00197579812	377.20494504	42248.60298968	A	X	e	0	21	21	Pi	f	3	21	21	Q(21)
238.75716406048278	238.82994967429636	2.876077248514475e-48	14941.6647272193	4296.587625	46167.3832	A	X	e	3	25	25	Pi	e	7	24	24	P(25)
238.76541103954145	238.8381985161655	4.396807973260623e-33	4396.63556324829	148.66417384	42018.01364192	A	X	e	0	13	13	Pi	e	3	12	12	P(13)
238.76933667430518	238.84212503765949	2.539124342470656e-60	4639.07820232245	1146.16551976	43014.82666328	A	X	e	0	37	37	Pi	e	3	38	38	R(37)
238.76949818730841	238.84228658714576	3.3168398385341304e-42	9159.18709605616	413.09939176	42281.73221592	A	X	e	0	22	22	Pi	f	3	22	22	Q(22)
238.77333240518072	238.8461216711094	1.2026262782172513e-57	30499.7026794183	4672.7375466	46540.69809808	A	X	e	3	33	33	Pi	f	7	33	33	Q(33)
238.77880669362557	238.85159719612955	1.5822974083881455e-70	15420.1374440333	5285.0808936	47152.081648	A	X	e	3	43	43	Pi	e	7	44	44	R(43)
238.78399320536968	238.8567848794624	6.638870497214891e-34	4409.17598116794	171.527706	42037.61915928	A	X	e	0	14	14	Pi	e	3	13	13	P(14)
238.78599738568315	238.85878951250788	3.005905167295885e-43	9157.28878276891	450.61985664	42316.35994688	A	X	e	0	23	23	Pi	f	3	23	23	Q(23)
238.78851737676982	238.86131007284894	1.5137663160103639e-61	4636.45513502606	1207.96948584	43073.267792	A	X	e	0	38	38	Pi	e	3	39	39	R(38)
238.78948686815164	238.86227978323555	2.806553385577416e-49	14947.8007530829	4338.0573546	46203.1857	A	X	e	3	26	26	Pi	e	7	25	25	P(26)
238.80322769717972	238.87602371633778	2.706550078886402e-44	9155.30691125561	489.7656	42352.4852	A	X	e	0	24	24	Pi	f	3	24	24	Q(24)
238.80329338326322	238.87608941726026	9.228413408160718e-35	4419.79968957652	196.022016	42058.730102	A	X	e	0	15	15	Pi	e	3	14	14	P(15)
238.80519551707715	238.8779919807792	9.59359733130179e-59	30487.4968004097	4726.879065	46589.253732	A	X	e	3	34	34	Pi	f	7	34	34	Q(34)
238.80846754519183	238.88126474807305	1.070505307588065e-62	4633.86268294603	1271.383776	43133.184912	A	X	e	0	39	39	Pi	e	3	40	40	R(39)
238.81251716574894	238.8853152834841	9.718261801107305e-72	15409.8448127107	5354.96106	47216.052388	A	X	e	3	44	44	Pi	e	7	45	45	R(44)
238.82119088386486	238.89399096112572	2.4054135044784442e-45	9153.24135152811	530.53585	42390.10695	A	X	e	0	25	25	Pi	f	3	25	25	Q(25)
238.82276064683896	238.89556107873884	2.6293947628619478e-50	14952.8309920907	4381.1143464	46240.41032848	A	X	e	3	27	27	Pi	e	7	26	26	P(27)
238.82331258074186	238.89611313733428	1.212635710861341e-35	4428.86972024304	222.14662144	42081.345872	A	X	e	0	16	16	Pi	e	3	15	15	P(16)
238.82919015825433	238.90199204271866	6.09619790398584e-64	4631.29533172895	1336.407136	43194.57631448	A	X	e	0	40	40	Pi	e	3	41	41	R(40)
238.83803387831736	238.91083776081314	9.209855554281197e-60	30474.9241441306	4782.59994	46639.219312	A	X	e	3	35	35	Pi	f	7	35	35	Q(35)
238.8398887824601	238.9126930840347	2.0962930164954188e-46	9151.09196830548	572.92980264	42429.22412888	A	X	e	0	26	26	Pi	f	3	26	26	Q(26)
238.8440518790697	238.91685712122185	1.4956497276505164e-36	4436.66109024831	249.90100776	42105.46582848	A	X	e	0	17	17	Pi	e	3	16	16	P(17)
238.84724423760372	238.92005020102042	4.542693042683838e-73	15399.5242571938	5426.407785	47281.41322128	A	X	e	3	45	45	Pi	e	7	46	46	R(45)
238.85068827173018	238.92349501328124	3.514030127695083e-65	4628.74807152484	1403.03827944	43257.44024792	A	X	e	0	41	41	Pi	e	3	42	42	R(41)
238.85698789053936	238.92979605542743	2.2882043775826098e-51	14956.8564097399	4425.7577256	46279.05591232	A	X	e	3	28	28	Pi	e	7	27	27	P(28)
238.8593233044951	238.93213199705383	1.7118456023553632e-47	9148.85862102921	616.94662176	42469.83562592	A	X	e	0	27	27	Pi	f	3	27	27	Q(27)
238.86551243336572	238.93832252433296	1.7001219573462885e-37	4443.38594827187	279.28462824	42131.08928792	A	X	e	0	18	18	Pi	e	3	17	17	P(18)
238.87185083124717	238.9446623543764	7.065302723879567e-61	30461.9840432566	4839.8990376	46690.59325888	A	X	e	3	36	36	Pi	f	7	36	36	Q(36)
238.8729650187263	238.94577679360916	1.884910426009941e-66	4626.21633872226	1471.27588776	43321.77491808	A	X	e	0	42	42	Pi	e	3	43	43	R(42)
238.87949643646738	238.95230968715816	1.2435045221024944e-48	9146.54116387908	662.58543904	42511.94028768	A	X	e	0	28	28	Pi	f	3	28	28	Q(28)
238.88299231717997	238.95580635779504	2.8814619025111847e-74	15389.1649736271	5499.4196106	47348.16207232	A	X	e	3	46	46	Pi	e	7	47	47	R(46)
238.88769547272022	238.96051057606658	1.8007733443280525e-38	4449.21056532832	310.296904	42158.21552408	A	X	e	0	19	19	Pi	e	3	18	18	P(19)
238.89217119085356	238.96498730555305	1.9565622640815027e-52	14959.9637672298	4471.986585	46319.12123328	A	X	e	3	29	29	Pi	e	7	28	28	P(29)
238.89602360993567	238.9688405951555	1.1701059634249275e-67	4623.69596554133	1541.11861024	43387.578488	A	X	e	0	43	43	Pi	e	3	44	44	R(43)
238.9004102400085	238.97322821647512	8.660150755497775e-50	9144.13944578958	709.845354	42555.536918	A	X	e	0	29	29	Pi	f	3	29	29	Q(29)
238.9066498179577	238.97946920440393	4.587579780543743e-62	30448.6758127277	4898.7751914	46743.37394832	A	X	e	3	37	37	Pi	f	7	37	37	Q(37)
238.91060230031735	238.9834225799336	1.8191262544146108e-39	4454.26709758676	342.937224	42186.843768	A	X	e	0	20	20	Pi	e	3	19	19	P(20)
238.91976591571074	238.9925882661333	2.0045032567642733e-75	15378.7569991252	5573.9950464	47416.29682048	A	X	e	3	47	47	Pi	e	7	48	48	R(47)
238.9198673338959	238.99268970723736	1.1497377784345727e-68	4621.18313627593	1612.565064	43454.849078	A	X	e	0	44	44	Pi	e	3	45	45	R(44)
238.9220668520573	238.99488972245743	6.563582948692756e-51	9141.65331046708	758.725434	42600.624278	A	X	e	0	30	30	Pi	f	3	30	30	Q(30)
238.92831323728484	239.00113751929368	1.584248084403085e-53	14962.2280274398	4519.799985	46360.605028	A	X	e	3	30	30	Pi	e	7	29	29	P(30)
238.93423429356443	239.00705991368554	1.7848738355480816e-40	4458.66190641572	377.20494504	42216.973208	A	X	e	0	21	21	Pi	e	3	20	20	P(21)
238.94243438065436	239.01526185396978	4.0528728808564375e-63	30434.9987498624	4959.2272026	46797.55971088	A	X	e	3	38	38	Pi	f	7	38	38	Q(38)
238.9444684850394	239.01729641806307	5.280371653236729e-52	9139.08259640756	809.22471424	42647.20108608	A	X	e	0	31	31	Pi	f	3	31	31	Q(31)
238.944499557257	239.01732749730297	7.083782335052412e-70	4618.67434918411	1685.613834	43523.58476568	A	X	e	0	45	45	Pi	e	3	46	46	R(45)
238.95756964814922	239.0304005421065	1.1649802573837867e-76	15368.2911260718	5650.1325696	47485.8153	A	X	e	3	48	48	Pi	e	7	49	49	R(48)
238.9585929042265	239.03142402945005	1.7125726160312587e-41	4462.48155655714	413.09939176	42248.60298968	A	X	e	0	22	22	Pi	e	3	21	21	P(22)
238.9654168175448	239.03824948505988	1.324185193290487e-54	14963.7142876116	4569.1969536	46403.505988	A	X	e	3	31	31	Pi	e	7	30	30	P(31)
238.96761742705388	239.04045059194146	4.649056868919486e-53	9136.42713691497	861.34219776	42695.26601792	A	X	e	0	32	32	Pi	f	3	32	32	Q(32)
238.9699237250556	239.04275741120648	4.722420172547646e-71	4616.16638319439	1760.26347304	43593.78358592	A	X	e	0	46	46	Pi	e	3	47	47	R(46)
238.979208162038	239.05204394666836	2.8343106882744353e-64	30420.9521344746	5021.25384	46853.148832	A	X	e	3	39	39	Pi	f	7	39	39	Q(39)
238.9836796585684	239.0565164538723	1.6157613032111582e-42	4465.79721478912	450.61985664	42281.73221592	A	X	e	0	23	23	Pi	e	3	22	22	P(23)
238.99151604206608	239.06435460862707	4.148895243385017e-54	9133.68676012029	915.07685544	42744.81770648	A	X	e	0	33	33	Pi	f	3	33	33	Q(33)
238.99614336099776	239.06898297349053	2.4836928425887793e-72	4613.65626873297	1836.51250176	43665.44353088	A	X	e	0	47	47	Pi	e	3	48	48	R(47)
238.99640823365908	239.0692479060225	1.067304466128119e-77	15357.7588266101	5727.830625	47556.7153	A	X	e	3	49	49	Pi	e	7	50	50	R(49)
239.00348481787032	239.07632608981203	1.0598279269717979e-55	14964.4793439113	4620.1764864	46447.82275968	A	X	e	3	32	32	Pi	e	7	31	31	P(32)
239.0094961575024	239.08233878826275	1.4654809551796374e-43	4468.66792552793	489.7656	42316.35994688	A	X	e	0	24	24	Pi	e	3	23	23	P(24)
239.01616677010816	239.08901090873917	3.226972128181674e-55	9130.86128900123	970.427626	42795.854742	A	X	e	0	34	34	Pi	f	3	34	34	Q(34)
239.01697490569754	239.08981922700704	1.6750842733221567e-65	30406.5352289942	5084.85384	46910.139552	A	X	e	3	40	40	Pi	f	7	40	40	Q(40)
239.0231620677493	239.09600778767708	1.988890357264834e-73	4611.14126208911	1914.35940864	43738.56255	A	X	e	0	48	48	Pi	e	3	49	49	R(48)
239.03604407674243	239.10889270875174	1.3205004720338264e-44	4471.14308424376	530.53585	42352.4852	A	X	e	0	25	25	Pi	e	3	24	24	P(25)
239.0415721274855	239.11442200918924	2.1106994526496293e-56	9127.95054140247	1027.393416	42848.375672	A	X	e	0	35	35	Pi	f	3	35	35	Q(35)
239.04252022335285	239.11537031938914	8.494349206145702e-57	14964.5729671587	4672.7375466	46493.55394432	A	X	e	3	33	33	Pi	e	7	32	32	P(33)
239.05098352723454	239.12383553656574	1.6223083695727522e-74	4608.6188228283	1993.80265	43813.13855	A	X	e	0	49	49	Pi	e	3	50	50	R(49)
239.05573845651435	239.12859154081104	1.041155922136716e-66	30391.7472785908	5150.0259066	46968.53006608	A	X	e	3	41	41	Pi	f	7	41	41	Q(41)
239.06332516696452	239.13617996644996	1.1743548104114603e-45	4473.2643288982	572.92980264	42390.10695	A	X	e	0	26	26	Pi	e	3	25	25	P(26)
239.06773470699136	239.14059050339466	1.266002652907083e-57	9124.95433005674	1085.97309984	42902.37900128	A	X	e	0	36	36	Pi	f	3	36	36	Q(36)
239.08252611827706	239.15538525884804	5.892803269818795e-58	14964.0389500797	4726.879065	46540.69809808	A	X	e	3	34	34	Pi	e	7	33	33	P(34)
239.09134125397463	239.16420238761572	1.0240511689365597e-46	4475.06700313378	616.94662176	42429.22412888	A	X	e	0	27	27	Pi	e	3	26	26	P(27)
239.09465717812705	239.16751906149995	7.719246359554759e-59	9121.87246260638	1146.16551976	42957.86319192	A	X	e	0	37	37	Pi	f	3	37	37	Q(37)
239.09550276107956	239.16836483564035	5.9663490942732995e-68	30376.5875113013	5216.7687114	47028.31852432	A	X	e	3	42	42	Pi	f	7	42	42	Q(42)
239.1200942388814	239.19296187382855	8.367010481109571e-48	4476.58130022419	662.58543904	42469.83562592	A	X	e	0	28	28	Pi	e	3	27	27	P(28)
239.12234228733058	239.1952104306048	4.983608025147448e-60	9118.70474162567	1207.96948584	43014.82666328	A	X	e	0	38	38	Pi	f	3	38	38	Q(38)
239.1235056864717	239.19637409281418	4.7021610857041786e-59	14962.915972436	4782.59994	46589.253732	A	X	e	3	35	35	Pi	e	7	34	34	P(35)
239.13627186812283	239.20914316121875	3.948570167515186e-69	30361.0551381602	5285.0808936	47089.50303168	A	X	e	3	43	43	Pi	f	7	43	43	Q(43)
239.14958609827698	239.22246040216962	6.0808972393345674e-49	4477.83316619481	709.845354	42511.94028768	A	X	e	0	29	29	Pi	e	3	28	28	P(29)
239.15079285821176	239.22366743499938	2.9716154013876e-61	9115.45096464376	1271.383776	43073.267792	A	X	e	0	39	39	Pi	f	3	39	39	Q(39)
239.16546221167155	239.2383401058438	4.5152603540590796e-60	14961.2383199479	4839.8990376	46639.219312	A	X	e	3	36	36	Pi	e	7	35	35	P(36)
239.1780499289533	239.25093066987517	3.1085915726814484e-70	30345.1493533341	5354.96106	47152.081648	A	X	e	3	44	44	Pi	f	7	44	44	Q(44)
239.17981888442358	239.25270002540847	4.2368301075597475e-50	4478.84501925979	758.725434	42555.536918	A	X	e	0	30	30	Pi	e	3	29	29	P(30)
239.18001179179464	239.25289297640717	2.1017911287642978e-62	9112.1109241683	1336.407136	43133.184912	A	X	e	0	40	40	Pi	f	3	40	40	Q(40)
239.20839907789122	239.28128668279757	3.464693393047185e-61	14959.0364850469	4898.7751914	46690.59325888	A	X	e	3	37	37	Pi	e	7	36	36	P(37)
239.21000206676732	239.28289003423438	1.1970722458787882e-63	9108.68440770973	1403.03827944	43194.57631448	A	X	e	0	41	41	Pi	f	3	41	41	Q(41)
239.21079472544693	239.28368287219652	3.2124362606619615e-51	4479.63632773252	809.22471424	42600.624278	A	X	e	0	31	31	Pi	e	3	30	30	P(31)
239.22084119791356	239.29373161699777	1.90943412860812e-71	30328.8693342586	5426.407785	47216.052388	A	X	e	3	45	45	Pi	f	7	45	45	Q(45)
239.24076673973923	239.31366166582774	6.90114924570857e-65	9105.1711978062	1471.27588776	43257.44024792	A	X	e	0	42	42	Pi	f	3	42	42	Q(42)
239.24251582553651	239.31541114726744	2.5853556070668414e-52	4480.22407785993	861.34219776	42647.20108608	A	X	e	0	32	32	Pi	e	3	31	31	P(32)
239.25231976980928	239.32521730922537	2.2501559145090358e-62	14956.3376715193	4959.2272026	46743.37394832	A	X	e	3	38	38	Pi	e	7	37	37	P(38)
239.26465003284616	239.3375503615001	8.926177219259586e-73	30312.21424178	5499.4196106	47281.41322128	A	X	e	3	46	46	Pi	f	7	46	46	Q(46)
239.2723089455058	239.34521100673888	3.7021649098518197e-66	9101.57107204926	1541.11861024	43321.77491808	A	X	e	0	43	43	Pi	f	3	43	43	Q(43)
239.2749844651527	239.347887131644	2.2770296368605545e-53	4480.62315528945	915.07685544	42695.26601792	A	X	e	0	33	33	Pi	e	3	32	32	P(33)
239.29722787316595	239.37013557176337	1.9882844777910536e-63	14953.1662205136	5021.25384	46797.55971088	A	X	e	3	39	39	Pi	e	7	38	38	P(39)
239.3046318973207	239.3775412709967	2.298445361240902e-67	9097.88380311016	1612.565064	43387.578488	A	X	e	0	44	44	Pi	f	3	44	44	Q(44)
239.3082030012403	239.38111318285218	2.0326910812798726e-54	4480.84665821554	970.427626	42744.81770648	A	X	e	0	34	34	Pi	e	3	33	33	P(34)
239.30948089557273	239.3823913663008	5.662351124378366e-74	30295.1832202991	5573.9950464	47348.16207232	A	X	e	3	47	47	Pi	f	7	47	47	Q(47)
239.3377388871751	239.41065575138737	2.258639534224087e-68	9094.10915876681	1685.613834	43454.849078	A	X	e	0	45	45	Pi	f	3	45	45	Q(45)
239.34217386744905	239.4150917351415	1.581457080352919e-55	4480.90615606802	1027.393416	42795.854742	A	X	e	0	35	35	Pi	e	3	34	34	P(35)
239.34312707517103	239.4160451585426	1.3907267414221599e-64	14949.5439718492	5084.85384	46853.148832	A	X	e	3	40	40	Pi	e	7	39	39	P(40)
239.35533835238562	239.42825919881554	3.9392951311084624e-75	30277.7753979195	5650.1325696	47416.29682048	A	X	e	3	48	48	Pi	f	7	48	48	Q(48)
239.37163328608648	239.444557819742	1.3917074770218306e-69	9090.24690193148	1760.26347304	43523.58476568	A	X	e	0	46	46	Pi	f	3	46	46	Q(46)
239.37689957436163	239.44982529971304	1.0346681471443693e-56	4480.81190448048	1085.97309984	42848.375672	A	X	e	0	36	36	Pi	e	3	35	35	P(36)
239.390021164924	239.46294985960915	8.220583704431616e-66	14945.4905718073	5150.0259066	46910.139552	A	X	e	3	41	41	Pi	e	7	40	40	P(41)
239.40222707455374	239.47515853146234	2.2895726836408778e-76	30259.9898865989	5727.830625	47485.8153	A	X	e	3	49	49	Pi	f	7	49	49	Q(49)
239.4063185443929	239.47925092723196	9.278500351422255e-71	9086.29679067924	1836.51250176	43593.78358592	A	X	e	0	47	47	Pi	f	3	47	47	Q(47)
239.41238270972826	239.48531646495408	6.207430742079059e-58	4480.57302492344	1146.16551976	42902.37900128	A	X	e	0	37	37	Pi	e	3	36	36	P(37)
239.43791403384694	239.5108535673571	5.110304371497485e-67	14941.0237364335	5216.7687114	46968.53006608	A	X	e	3	42	42	Pi	e	7	41	41	P(42)
239.44179819205638	239.51473860467232	4.880198690456103e-72	9082.25857827692	1914.35940864	43665.44353088	A	X	e	0	48	48	Pi	f	3	48	48	Q(48)
239.44862593870803	239.5215678966797	3.785695273762239e-59	4480.19765559831	1207.96948584	42957.86319192	A	X	e	0	38	38	Pi	e	3	37	37	P(38)
239.45015183884033	239.52309414218027	2.0977069287800986e-77	30241.8257823042	5807.087625	47556.7153	A	X	e	3	50	50	Pi	f	7	50	50	Q(50)
239.47807583897483	239.55102446283323	3.908167791884486e-73	9078.13201321299	1993.80265	43738.56255	A	X	e	0	49	49	Pi	f	3	49	49	Q(49)
239.485632004118	239.5585823383817	2.444554519153999e-60	4479.69307881748	1271.383776	43014.82666328	A	X	e	0	39	39	Pi	e	3	38	38	P(39)
239.48680967612933	239.55976027697298	2.9288591261598637e-68	14936.1594776777	5285.0808936	47028.31852432	A	X	e	3	43	43	Pi	e	7	42	42	P(43)
239.51515517530052	239.58811219275904	3.187975805688551e-74	9073.91683922794	2074.84065	43813.13855	A	X	e	0	50	50	Pi	f	3	50	50	Q(50)
239.52340372668928	239.59636261148506	1.4578935353264986e-61	4479.06582903757	1336.407136	43073.267792	A	X	e	0	40	40	Pi	e	3	39	39	P(40)
239.53671218918402	239.609674086893	1.9385757285566462e-69	14930.9122983541	5354.96106	47089.50303168	A	X	e	3	44	44	Pi	e	7	43	43	P(44)
239.56194400533028	239.63491161561095	1.0313188637524195e-62	4478.32178488983	1403.03827944	43133.184912	A	X	e	0	41	41	Pi	e	3	40	40	P(41)
239.58762577411753	239.66059919927244	1.526350647449753e-70	14925.2953608236	5426.407785	47152.081648	A	X	e	3	45	45	Pi	e	7	44	44	P(45)
239.60125581739732	239.6742323288477	5.874722105091011e-64	4477.46624790713	1471.27588776	43194.57631448	A	X	e	0	42	42	Pi	e	3	41	41	P(42)
239.6395547362118	239.712539920468	9.376442116238217e-72	14919.3206334441	5499.4196106	47216.052388	A	X	e	3	46	46	Pi	e	7	45	45	P(46)
239.64134221897302	239.71432780802908	3.3872385289848033e-65	4476.50401013849	1541.11861024	43257.44024792	A	X	e	0	43	43	Pi	e	3	42	42	P(43)
239.68220634515188	239.75520118901986	1.817321574200039e-66	4475.43941243969	1612.565064	43321.77491808	A	X	e	0	44	44	Pi	e	3	43	43	P(44)
239.6925034854186	239.7655006615324	4.383661191319316e-73	14912.9990181341	5573.9950464	47281.41322128	A	X	e	3	47	47	Pi	e	7	46	46	P(47)
239.7238514103331	239.7968556870093	1.1283829748832454e-67	4474.27639490651	1685.613834	43387.578488	A	X	e	0	45	45	Pi	e	3	44	44	P(45)
239.74647653686802	239.8194859387226	2.781006365877268e-74	14906.340461834	5650.1325696	47348.16207232	A	X	e	3	48	48	Pi	e	7	47	47	P(48)
239.7662807085224	239.83929459681207	1.1089465115109068e-68	4473.01854065958	1760.26347304	43454.849078	A	X	e	0	46	46	Pi	e	3	45	45	P(46)
239.80147851138813	239.87450037402033	1.9348768185794877e-75	14899.3540541886	5727.830625	47416.29682048	A	X	e	3	49	49	Pi	e	7	48	48	P(49)
239.80949761363954	239.88252129317704	6.833580377070361e-70	4471.66911398164	1836.51250176	43523.58476568	A	X	e	0	47	47	Pi	e	3	46	46	P(47)
239.85350557983625	239.92653923110413	4.55628043477018e-71	4470.23109363966	1914.35940864	43593.78358592	A	X	e	0	48	48	Pi	e	3	47	47	P(48)
239.8575141360397	239.93054869566623	1.1246438413248926e-76	14892.0481134004	5807.087625	47485.8153	A	X	e	3	50	50	Pi	e	7	49	49	P(50)
239.89830814181943	239.97135194616854	2.396615623950519e-72	4468.70720208668	1993.80265	43665.44353088	A	X	e	0	49	49	Pi	e	3	48	48	P(49)
239.94390891518447	240.0169630548537	1.9193689794793496e-73	4467.09993112625	2074.84065	43738.56255	A	X	e	0	50	50	Pi	e	3	49	49	P(50)
240.07597712937377	240.14906120969553	8.987539563396005e-36	45284.8885618951	5068.0370816	46708.841129	A	X	e	4	8	8	Pi	e	8	9	9	R(8)
240.07632466785486	240.14940882698065	2.5854420060509036e-35	45551.0724526352	5055.3456064	46696.08937856	A	X	e	4	7	7	Pi	e	8	8	8	R(7)
240.0766109328562	240.14969515689236	2.5541845761255226e-36	45068.8893149456	5082.314165	46723.008289	A	X	e	4	9	9	Pi	e	8	10	10	R(9)
240.07765267255863	240.15073713280913	6.113594336628094e-35	45887.7263622677	5044.2399986	46684.75345024	A	X	e	4	6	6	Pi	e	8	7	7	R(6)
240.07822705560596	240.151311646098	6.0608038928349694e-37	44889.8449224424	5098.176565	46738.59040016	A	X	e	4	10	10	Pi	e	8	11	11	R(10)
240.07996036923714	240.1530453527599	1.1938121968973954e-34	46327.6186473594	5034.720485	46674.83371076	A	X	e	4	5	5	Pi	e	8	6	6	R(5)
240.0808265765721	240.15391175650907	1.2354251849273073e-37	44738.7589350537	5115.6239576	46755.58695824	A	X	e	4	11	11	Pi	e	8	12	12	R(11)
240.08324708507544	240.15633281387	1.9448324127999864e-34	46927.3488370145	5026.78726	46666.330481	A	X	e	4	4	4	Pi	e	8	5	5	R(4)
240.084410676441	240.1574966690848	2.2248292924177752e-38	44609.3003291824	5134.6559864	46773.99741316	A	X	e	4	12	12	Pi	e	8	13	13	R(12)
240.08751224864304	240.16059894458556	2.676217277704636e-34	47793.8267454267	5020.4404856	46659.244036	A	X	e	4	3	3	Pi	e	8	4	4	R(3)
240.088980637741	240.16206766665115	3.625325033383312e-39	44496.8843848277	5155.2722626	46793.821169	A	X	e	4	13	13	Pi	e	8	14	14	R(13)
240.0927553898564	240.16584327472466	3.0734198760388753e-34	49156.1443488609	5015.6802914	46653.57460496	A	X	e	4	2	2	Pi	e	8	3	3	R(2)
240.09453784495662	240.16762613401545	5.400738446870119e-40	44398.1093526875	5177.472365	46815.057584	A	X	e	4	14	14	Pi	e	8	15	15	R(14)
240.09897613995219	240.1720654354503	2.889199666829368e-34	51609.9401674543	5012.5067746	46649.32237124	A	X	e	4	1	1	Pi	e	8	2	2	R(1)
240.10108378465534	240.17417355809297	7.746281198306057e-41	44310.3979696132	5201.25584	46837.70597056	A	X	e	4	15	15	Pi	e	8	16	16	R(15)
240.10617423147147	240.17926515925487	2.1631126368104974e-34	57339.2211743033	5010.92	46646.48747236	A	X	e	4	0	0	Pi	e	8	1	1	R(0)
240.10862004562478	240.18171152804427	1.1071218599574467e-41	44231.7618830779	5226.6222016	46861.76559524	A	X	e	4	16	16	Pi	e	8	17	17	R(16)
240.1153259855329	240.18841898867532	3.2441743527132944e-34	85998.9984792373	5012.5067746	46646.48747236	A	X	e	4	1	1	Pi	f	8	1	1	Q(1)
240.11714831902145	240.19024173542402	1.5221967421998735e-42	44160.6424785471	5253.5709314	46887.23567876	A	X	e	4	17	17	Pi	e	8	18	18	R(17)
240.11727906143142	240.19037250748326	4.813864866324876e-34	85996.9001524869	5015.6802914	46649.32237124	A	X	e	4	2	2	Pi	f	8	2	2	Q(2)
240.12020892864766	240.19330303912574	5.37602565372463e-34	85993.7525181555	5020.4404856	46653.57460496	A	X	e	4	3	3	Pi	f	8	3	3	Q(3)
240.12411589125404	240.1972108877498	4.814254739262219e-34	85989.5554032232	5026.78726	46659.244036	A	X	e	4	4	4	Pi	f	8	4	4	Q(4)
240.1266703985312	240.1997659743413	1.8940257464743626e-43	44095.8006830704	5282.1014786	46914.115396	A	X	e	4	18	18	Pi	e	8	19	19	R(18)
240.12900035473186	240.2020964589361	3.5628096301639917e-34	85984.3085770419	5034.720485	46666.330481	A	X	e	4	5	5	Pi	f	8	5	5	Q(5)
240.1336313995252	240.20672855398143	1.0810617758151563e-34	28659.7781213528	5015.6802914	46646.48747236	A	X	e	4	2	2	Pi	e	8	1	1	P(2)
240.1348628260144	240.20796025974212	2.215053067296608e-34	85978.0117513735	5044.2399986	46674.83371076	A	X	e	4	6	6	Pi	f	8	6	6	Q(6)
240.13718818054036	240.210286141631	2.1174399002786796e-44	44036.2390215083	5312.21326	46942.403876	A	X	e	4	19	19	Pi	e	8	20	20	R(19)
240.1417039135415	240.2148028987571	1.145076546416432e-34	85970.6645804389	5055.3456064	46684.75345024	A	X	e	4	7	7	Pi	f	8	7	7	Q(7)
240.1447382083014	240.21783788167338	1.9246654661955504e-34	34386.9624342061	5020.4404856	46649.32237124	A	X	e	4	3	3	Pi	e	8	2	2	P(3)
240.1487036643188	240.22180423703685	2.177406775817718e-45	43981.1454245377	5343.90566	46972.10020196	A	X	e	4	20	20	Pi	e	8	21	21	R(20)
240.14952432732585	240.2226250861676	4.877661591409637e-35	85962.2666609749	5068.0370816	46696.08937856	A	X	e	4	8	8	Pi	f	8	8	8	Q(8)
240.15334460546828	240.22644623074225	9.356505127713985e-35	8481.71266323584	1379.20977184	43006.5999152	A	X	e	1	11	11	Pi	e	4	12	12	R(11)
240.15370262234302	240.2268043288151	5.434373928600569e-34	8510.04153820247	1361.371386	42988.6994768	A	X	e	1	10	10	Pi	e	4	11	11	R(10)
