1.499502000536107573e+02	9.810943171569607593e-07
1.499511004304166022e+02	1.318090703105612066e-06
1.499520008072951498e+02	1.377880384483598602e-06
1.499529011842464854e+02	1.345267831004696952e-06
1.499538016613124967e+02	1.171334212450554109e-06
1.499547020384093798e+02	9.131514974092487579e-07
1.499556024155791079e+02	7.827012834936419437e-07
1.499565028928635400e+02	8.859743695101638726e-07
1.499574032701789861e+02	1.119697669442293039e-06
1.499583037476091931e+02	1.320808415895520767e-06
1.499592041250703573e+02	1.407775225172591976e-06
1.499601046026463962e+02	1.356138682164330906e-06
1.499610049802534490e+02	1.133286233391835693e-06
1.499619054579754049e+02	8.017252730230012575e-07
1.499628059357704046e+02	5.680019730908719851e-07
1.499637064136383913e+02	5.326717068220618460e-07
1.499646067915373919e+02	5.625665475110551139e-07
1.499655072695514662e+02	4.973414405532516010e-07
1.499664077476386410e+02	4.076569184862717972e-07
1.499673082257988597e+02	4.755997382339837457e-07
1.499682087040322074e+02	7.392178788551063390e-07
1.499691092823807708e+02	1.057190275274398015e-06
1.499700097607604334e+02	1.277325011256984950e-06
1.499709102392133104e+02	1.372444958903781414e-06
1.499718107177393165e+02	1.334396979845062998e-06
1.499727112963806519e+02	1.146874797341377924e-06
1.499736117750531150e+02	9.240223485688827120e-07
1.499745123538410212e+02	8.615149544009877934e-07
1.499754128326600551e+02	1.013706870635862622e-06
1.499763134115945888e+02	1.244712457778083300e-06
1.499772138905602787e+02	1.394186661223049322e-06
1.499781144696414401e+02	1.402339799592775211e-06
1.499790150487960148e+02	1.288195862416618904e-06
1.499799155279817739e+02	1.141439371761560947e-06
1.499808161072831751e+02	1.108826818282659297e-06
1.499817166866579896e+02	1.222970755458815391e-06
1.499826172661062742e+02	1.377880384483598602e-06
1.499835178456280289e+02	1.467564906550578512e-06
1.499844184252233106e+02	1.502895172819388651e-06
1.499853190048921192e+02	1.513766023979022817e-06
1.499862195846344264e+02	1.508330598399205417e-06
1.499871202644925745e+02	1.478435757710212678e-06
1.499880208443820493e+02	1.418646076332225719e-06
1.499889214243451931e+02	1.350703256584513929e-06
1.499898221044241495e+02	1.280042724046893227e-06
1.499907226845345463e+02	1.119697669442293039e-06
1.499916232647186121e+02	8.098784113927266172e-07
1.499925239450186609e+02	5.109300045027939378e-07
1.499934246253924073e+02	4.701643126541668216e-07
1.499943252057976792e+02	7.500887300147399755e-07
1.499952258863189627e+02	1.157745648501011667e-06
1.499961265669139721e+02	1.424081501912042696e-06
1.499970271475406491e+02	1.508330598399205417e-06
1.499979278282833093e+02	1.497459747239571674e-06
1.499988285090998659e+02	1.424081501912042696e-06
1.499997291899903189e+02	1.296349000786344158e-06
1.500006298709546400e+02	1.152310222921194901e-06
1.500015305519929143e+02	1.035448572955130318e-06
1.500024312331050567e+02	1.005553732266136944e-06
1.500033320143335800e+02	1.035448572955130318e-06
1.500042326955937142e+02	1.005553732266136944e-06
1.500051333769278301e+02	9.240223485688827120e-07
1.500060340583360698e+02	9.403286253083336432e-07
1.500069348398606337e+02	1.097955967123025131e-06
1.500078355214168937e+02	1.293631287996435670e-06
1.500087363030896768e+02	1.421363789122134419e-06
1.500096369847941560e+02	1.451258629811127793e-06
1.500105377666151867e+02	1.369727246113873137e-06
1.500114385485103980e+02	1.155027935711103602e-06
1.500123392304372771e+02	9.185869229890658408e-07
1.500132400124809351e+02	8.615149544009877934e-07
1.500141407945986884e+02	1.030013147375313341e-06
1.500150415767907646e+02	1.241994744988174811e-06
1.500159423590570782e+02	1.323526128685429044e-06
1.500168431413977146e+02	1.274607298467076674e-06
1.500177439238125885e+02	1.239277032198266111e-06
1.500186447063019273e+02	1.312655277525795089e-06
1.500195454888655036e+02	1.426799214701951396e-06
1.500204462715035163e+02	1.492024321659754909e-06
1.500213471542584216e+02	1.505612885609297140e-06
1.500222479370451651e+02	1.508330598399205417e-06
1.500231487199064588e+02	1.513766023979022817e-06
1.500240496028847019e+02	1.513766023979022817e-06
1.500249503858948970e+02	1.511048311189113905e-06
1.500258512690221551e+02	1.494742034449662974e-06
1.500267520521813935e+02	1.429516927491859673e-06
1.500276529354577235e+02	1.274607298467076674e-06
1.500285538188086889e+02	1.035448572955130318e-06
1.500294546021916062e+02	7.799835707037333493e-07
1.500303554856917287e+02	6.087676649394993131e-07
1.500312563692664867e+02	6.277916544688585210e-07
