3042.1592   1.0868500e-14
3042.2141  -3.1848317e-15
3042.2693   6.0739601e-14
3042.3242  -8.1969308e-14
3042.3792  -1.2394332e-13
3042.4343  -1.4797910e-13
3042.4893  -1.7729151e-13
3042.5442  -3.7184202e-14
3042.5994  -3.8932899e-14
3042.6543  -1.9192238e-14
3042.7092   4.5624259e-14
3042.7644   9.3969098e-14
3042.8193   3.3992203e-14
3042.8743  -1.1756339e-13
3042.9294  -2.0459572e-13
3042.9844  -2.0938300e-13
3043.0393  -1.2792688e-13
3043.0945  -1.5939575e-13
3043.1494  -1.3442775e-13
3043.2043  -1.5383479e-13
3043.2595  -1.5855373e-14
3043.3145   4.1204856e-14
3043.3694  -1.0240844e-13
3043.4246  -7.7893656e-14
3043.4795   1.4965820e-14
3043.5344  -2.0254924e-14
3043.5896  -5.6637352e-14
3043.6445  -1.3295754e-13
3043.6995  -2.1056129e-13
3043.7546  -5.5537061e-14
3043.8096  -5.6186948e-14
3043.8645   4.1590906e-14
3043.9197   1.0009546e-13
3043.9746   1.7843750e-13
3044.0295   1.3675468e-13
3044.0847   1.6164199e-13
3044.1396   8.3606272e-14
3044.1946   9.4727955e-14
3044.2498  -5.1730390e-14
3044.3047  -1.9808348e-14
3044.3596   6.9726624e-14
3044.4148   2.1132470e-14
3044.4697   9.1582471e-14
3044.5247   5.0401042e-14
3044.5798  -8.3765529e-15
3044.6348   9.5409304e-15
3044.6897  -3.8034039e-14
3044.7449  -2.8210022e-15
3044.7998   4.6533113e-15
3044.8547  -5.0872664e-15
3044.9099  -8.7944203e-14
3044.9648  -6.9774938e-14
3045.0198   1.1937877e-14
3045.0750   1.3072868e-13
3045.1299   9.3383867e-14
3045.1848   4.9771730e-14
3045.2400   2.8461263e-14
3045.2949  -1.1619862e-14
3045.3499  -2.8535054e-14
3045.4050  -3.2328493e-14
3045.4600  -1.0387838e-13
3045.5149  -1.0330260e-13
3045.5701   2.7870911e-14
3045.6250  -4.3522466e-15
3045.6799   2.7165351e-14
3045.7351   8.1309340e-14
3045.7900   1.6858565e-14
3045.8450   1.1466209e-14
3045.9001   7.8717478e-14
3045.9551  -2.9229547e-14
3046.0100  -1.9097766e-13
3046.0652  -8.1147896e-15
3046.1201   5.9212379e-14
3046.1750  -7.2779240e-16
3046.2302   1.2480544e-14
3046.2852  -5.8422452e-14
3046.3401  -1.4746598e-13
3046.3953  -1.2086101e-13
3046.4502  -1.3700513e-13
3046.5051  -9.9510519e-14
3046.5603  -8.3411134e-14
3046.6152  -1.5897863e-13
3046.6702  -1.0180523e-13
3046.7253   5.3198677e-14
3046.7803   7.7649669e-14
3046.8352  -3.8795016e-14
3046.8904   4.1694271e-15
3046.9453   2.5458554e-14
3047.0002  -3.4420707e-14
3047.0554  -1.8823222e-14
3047.1104   2.2615953e-15
3047.1653   1.6069734e-14
3047.2205  -6.5213846e-14
3047.2754  -1.4704295e-13
3047.3303  -1.7182051e-13
3047.3855  -1.9524033e-13
3047.4404  -1.2200655e-13
3047.4954  -3.1852343e-14
3047.5505  -3.0039794e-14
3047.6055   6.3345839e-14
3047.6604   1.5068965e-13
