1.963870000000000005e+02	1.963824200434621616e+02	1.080663835038927615e-26	4.934884294401524339e-27	2.094872463634526308e-26	3.444390912963938277e-27
1.968918999999999926e+02	1.968872910268248404e+02	1.856329438406256376e-28	1.352085754242533945e-28	2.514223285574056580e-28	2.758041818191146268e-29
1.976889999999999930e+02	1.976843720479718911e+02	4.519397795072693200e-27	3.440787319567530383e-27	5.772577931985278251e-27	6.273866777549403804e-28
1.977165999999999997e+02	1.977120523910047609e+02	7.010416273829872695e-36	1.252555945922871920e-37	1.610174399092503162e-35	3.994497601560987601e-36
1.981621000000000095e+02	1.981575298269283110e+02	5.664532999853822396e-26	3.705777239725101174e-26	8.633559935523994865e-26	1.116102081936099614e-26
1.990253999999999905e+02	1.990207767939140808e+02	8.046003471946549450e-26	3.384284860076602905e-26	1.336404179712115827e-25	2.291285757795607040e-26
1.994300000000000068e+02	1.994258055156589933e+02	2.017180718918490495e-25	1.564923444395508457e-25	2.544066445831404617e-25	2.296884060089433616e-26
2.000497000000000014e+02	2.001098965143827684e+02	7.776653864854856887e-26	5.357431370724573745e-26	1.136448439557767101e-25	1.415201447344121445e-26
2.001829999999999927e+02	2.002436156362606141e+02	2.572856055884453115e-25	1.680467695360950131e-25	3.546959461308538256e-25	4.824840146152310841e-26
2.006992999999999938e+02	2.007595649305022789e+02	1.777547631063162915e-25	1.229716107013712668e-25	2.581092174665910310e-25	2.813515718051312747e-26
2.007684999999999889e+02	2.008288132242448967e+02	8.646035767934573813e-27	3.448503840902526959e-27	1.747833034827047475e-26	3.109656983686205159e-27
2.014241000000000099e+02	2.014844972384013317e+02	3.985406743450144486e-25	2.806694579470362032e-25	6.236287562915695326e-25	7.164282863783055763e-26
2.025389000000000124e+02	2.025994780067717329e+02	2.383077055753911802e-25	1.063562867186537473e-25	3.675791733673015552e-25	6.906460441463397678e-26
2.026588000000000136e+02	2.027193460124502451e+02	7.680262975114614385e-25	5.496964966680249139e-25	9.919302479700813209e-25	1.298327623593130328e-25
2.029269999999999925e+02	2.029874658183634608e+02	7.996683766137147725e-26	5.388126870303504016e-26	1.146204777713448265e-25	1.240466198547558578e-26
2.030186999999999955e+02	2.030793282957104111e+02	1.397919174796738294e-37	3.443606689172456799e-39	3.424494791546057194e-37	8.897115765742752496e-38
2.033546000000000049e+02	2.034152850969034034e+02	3.221746726471518633e-26	1.504403890424742159e-26	4.978252136862392154e-26	9.313341652694723076e-27
2.041143999999999892e+02	2.041752328153992835e+02	3.289996911076133139e-26	1.468697849806008466e-26	6.015374480459387449e-26	1.163261095102448869e-26
2.047342999999999904e+02	2.047951956721222757e+02	7.636495142070769501e-25	4.226565695797629747e-25	1.228741637510570602e-24	1.718911923852031454e-25
2.050831000000000017e+02	2.051440504807731031e+02	8.162513637505772921e-26	1.718199183139059950e-28	2.109086780926004418e-25	5.414951945083451089e-26
2.052074000000000069e+02	2.052683566366334276e+02	1.207829350701958447e-24	8.834143930331272479e-25	1.558602199493338490e-24	1.858851117856005085e-25
2.052434000000000083e+02	2.053044272402540003e+02	3.404908052220703813e-26	2.465908178378027135e-26	4.485175443887962210e-26	4.924664469340435673e-27
2.053909999999999911e+02	2.054519685581880424e+02	5.220794728956664558e-26	2.383493720913521873e-26	8.691018606033215178e-26	1.748742428428189245e-26
2.055489000000000033e+02	2.056099609315693328e+02	4.625272942303357356e-25	3.445967580512669565e-25	6.174288842799373991e-25	6.595964405071301701e-26
2.059901000000000124e+02	2.060511979612201117e+02	1.197871946071118443e-24	5.427361711087219827e-25	1.877174051695007502e-24	3.592503685166458442e-25
2.060194999999999936e+02	2.060806383539089950e+02	3.687856038209051665e-26	2.201364530623619882e-28	8.272807011685872989e-26	2.306718876442187525e-26
2.062347000000000037e+02	2.062958938968109237e+02	4.680754022056865205e-26	6.426482798367431915e-29	1.045681388966524424e-25	2.682151662021821100e-26
2.063394999999999868e+02	2.064007060556023987e+02	1.571516232179867029e-25	7.713791971726722469e-26	2.366277679374691249e-25	4.489784551175696852e-26
