State	Vibr.	J	Energy	Index
Pi	1	17.5	22514.5790472218	515
Pi	1	20.5	22557.2998390648	518
Pi	1	20.5	22557.3609450403	519
Pi	1	18.5	22572.5957565226	520
Pi	1	18.5	22572.7878368855	521
Pi	1	19.5	22633.9180513278	526
Pi	1	19.5	22634.1155744304	527
Pi	2	1.5	23392.8784715548	588
Pi	2	1.5	23392.8785199276	589
Pi	2	2.5	23400.4869888817	592
Pi	2	2.5	23400.4871821116	593
Pi	2	3.5	23411.1385822872	594
Pi	2	3.5	23411.1390644512	595
Pi	2	4.5	23424.8329377736	598
Pi	2	4.5	23424.8338997757	599
Pi	2	5.5	23441.5696548856	600
Pi	2	5.5	23441.5713334578	601
Pi	2	6.5	23461.3482439829	604
Pi	2	6.5	23461.3509204697	605
Pi	2	7.5	23484.1681229917	608
Pi	2	7.5	23484.1721219395	609
Pi	2	8.5	23510.0286137008	610
Pi	2	8.5	23510.0343012761	611
Pi	2	0.5	23513.27856884	613
Pi	2	0.5	23513.29117884	614
Pi	2	1.5	23517.9499844724	616
Pi	2	1.5	23517.9752528452	617
Pi	2	2.5	23525.7394616884	618
Pi	2	2.5	23525.7774849183	619
Pi	2	3.5	23536.6463977888	622
Pi	2	3.5	23536.6973199528	623
Pi	2	9.5	23538.9289376726	624
Pi	2	9.5	23538.9367199334	625
Pi	2	4.5	23550.6699612243	626
Pi	2	4.5	23550.7339732264	627
Pi	2	5.5	23567.8090939822	630
Pi	2	5.5	23567.8864325544	631
Pi	2	10.5	23570.8682118438	632
Pi	2	10.5	23570.8785328902	633
Pi	2	6.5	23588.0625145303	634
Pi	2	6.5	23588.1534610171	635
Pi	2	11.5	23605.8454438911	636
Pi	2	11.5	23605.8587839235	637
Pi	2	7.5	23611.4287212605	638
Pi	2	7.5	23611.5336002083	640
Pi	2	8.5	23637.9059963639	644
Pi	2	8.5	23638.0251739393	645
Pi	2	12.5	23643.8595274401	646
Pi	2	12.5	23643.8764007496	647
Pi	2	9.5	23667.4924100666	650
Pi	2	9.5	23667.6262923274	651
Pi	2	13.5	23684.9092371892	654
Pi	2	13.5	23684.9301901066	655
Pi	2	10.5	23700.1858251498	656
Pi	2	10.5	23700.3348561962	657
Pi	2	14.5	23728.9932240193	660
Pi	2	14.5	23729.0188328461	661
Pi	2	11.5	23735.9839016765	662
Pi	2	11.5	23736.1485617089	663
Pi	2	12.5	23774.8841018504	668
Pi	2	12.5	23775.0649051599	669
Pi	2	15.5	23776.1100101522	670
Pi	2	15.5	23776.140879097	671
Pi	2	13.5	23816.8836949334	674
Pi	2	13.5	23817.0811878508	675
Pi	2	16.5	23826.2579844171	678
Pi	2	16.5	23826.294743555	679
Pi	2	14.5	23861.9797621539	680
Pi	2	14.5	23862.1945209808	681
Pi	2	17.5	23879.435397672	684
Pi	2	17.5	23879.4787009478	685
Pi	2	15.5	23910.169201543	686
Pi	2	15.5	23910.4018304878	687
Pi	2	18.5	23935.6403584258	692
Pi	2	18.5	23935.6908817133	693
Pi	2	16.5	23961.448732645	696
Pi	2	16.5	23961.6998617829	697
Pi	2	19.5	23994.8708286929	700
Pi	2	19.5	23994.9292679246	701
Pi	2	17.5	24015.8149010522	702
Pi	2	17.5	24016.085184328	703
Pi	2	20.5	24057.1246201083	706
Pi	2	20.5	24057.1916894845	707
Pi	2	18.5	24073.2640827267	710
Pi	2	18.5	24073.5541960142	711
Pi	2	19.5	24133.7924880754	718
Pi	2	19.5	24134.1031273071	719
Pi	3	1.5	24873.9836682494	786
Pi	3	1.5	24873.9836907132	787
Pi	3	2.5	24881.4981307382	788
Pi	3	2.5	24881.4982204739	789
Pi	3	3.5	24892.0180357693	790
Pi	3	3.5	24892.0182596931	791
Pi	3	4.5	24905.5430473335	794
Pi	3	4.5	24905.5434941208	795
Pi	3	5.5	24922.0727329889	798
Pi	3	5.5	24922.0735126179	799
Pi	3	6.5	24941.6065611928	802
Pi	3	6.5	24941.6078043902	803
Pi	3	7.5	24964.1438981382	804
Pi	3	7.5	24964.1457557349	805
Pi	3	8.5	24989.6840041577	808
Pi	3	8.5	24989.6866463662	809
Pi	3	0.5	24994.33940152	810
Pi	3	0.5	24994.34551352	811
Pi	3	1.5	24998.9556434868	812
Pi	3	1.5	24998.9678899506	813
Pi	3	2.5	25006.6510059261	816
Pi	3	2.5	25006.6694316618	817
Pi	3	3.5	25017.4248840269	818
Pi	3	3.5	25017.4495559507	819
Pi	3	9.5	25018.2260297612	820
Pi	3	9.5	25018.2296453847	821
Pi	3	4.5	25031.2764378792	824
Pi	3	4.5	25031.3074446665	825
Pi	3	5.5	25048.2045947021	828
Pi	3	5.5	25048.2420463311	829
Pi	3	10.5	25049.7690113779	830
Pi	3	10.5	25049.7738069646	831
Pi	3	6.5	25068.2080516098	832
Pi	3	6.5	25068.2520788072	833
Pi	3	11.5	25084.3118668769	834
Pi	3	11.5	25084.3180658301	835
Pi	3	7.5	25091.2852788651	836
Pi	3	7.5	25091.3360324618	837
Pi	3	8.5	25117.4345235538	840
Pi	3	8.5	25117.4921737623	841
Pi	3	12.5	25121.853390937	844
Pi	3	12.5	25121.861232594	845
Pi	3	9.5	25146.6538136153	848
Pi	3	9.5	25146.7185492388	849
Pi	3	13.5	25162.3922503372	850
Pi	3	13.5	25162.4019890277	851
Pi	3	10.5	25178.9409621554	854
Pi	3	10.5	25179.0129897421	855
Pi	3	14.5	25205.9269792329	858
Pi	3	14.5	25205.9388833285	859
Pi	3	11.5	25214.2935719699	860
Pi	3	11.5	25214.3731149231	861
Pi	3	15.5	25252.4559744792	864
Pi	3	15.5	25252.4703254436	865
Pi	3	12.5	25252.709040206	866
Pi	3	12.5	25252.796337863	867
Pi	3	13.5	25294.1845630923	870
Pi	3	13.5	25294.2798697828	871
Pi	3	16.5	25301.977491056	872
Pi	3	16.5	25301.9945825059	873
Pi	3	14.5	25338.7171406715	878
Pi	3	14.5	25338.8207247671	879
Pi	3	17.5	25354.4896376426	882
Pi	3	17.5	25354.5097744261	883
Pi	3	15.5	25386.3035814764	884
Pi	3	15.5	25386.4157244408	885
Pi	3	18.5	25409.9903723821	890
Pi	3	18.5	25410.0138696823	891
Pi	3	16.5	25436.9405070941	892
Pi	3	16.5	25437.061502544	893
Pi	3	19.5	25468.4774988684	898
Pi	3	19.5	25468.5046813387	899
Pi	3	17.5	25490.624356574	900
Pi	3	17.5	25490.7545093574	901
Pi	3	20.5	25529.9486623814	904
Pi	3	20.5	25529.9798633159	905
Pi	3	18.5	25547.3513906377	906
Pi	3	18.5	25547.4910159379	907
Pi	3	19.5	25607.1176956613	916
Pi	3	19.5	25607.2671181316	917
Pi	4	1.5	26328.1954683369	984
Pi	4	1.5	26328.1955215088	985
Pi	4	2.5	26335.6155660788	986
Pi	4	2.5	26335.6157784335	987
Pi	4	3.5	26346.0033448023	988
Pi	4	3.5	26346.00387453	989
Pi	4	4.5	26359.3584656052	990
Pi	4	4.5	26359.3595221018	991
