Wavelength (air nm)	Wavelength (vac nm)	Gfactor (J / s / mol)	Einstein A Coeff. (1/s)	Lower level Energy (1/cm)	Upper level Energy (1/cm)	Accuracy	Lower Electronic State	Lower Spin State	Lower Vibrational State	Lower Rotational Quantum Number (N)	Lower Total Angular Momentum (J)	Upper Electronic State	Upper Spin State	Upper Vibrational State	Upper Rotational Quantum Number (N)	Upper Total Angular Momentum (J)	Band Label
369.15847450396393	369.26355452435973	3.9082309879914774e-24	60485.170199942	2207.2752736	29288.2039963947	A	X	F2f	1	3	2.5	Pi	F2e	6	3	2.5	qQ2(2.5)
369.15890629898036	369.2639864311414	1.9445548703707644e-24	30094.6566946942	2207.3069486	29288.2039963947	A	X	F1e	1	3	3.5	Pi	F2e	6	3	2.5	qP21(3.5)
369.1599779886495	369.26505839820516	4.365534929576126e-25	36877.9714458859	2195.5897904	29276.40822304	A	X	F2f	1	2	1.5	Pi	F2f	6	1	0.5	pP2(1.5)
369.2002170868782	369.3053079119422	2.6029207254130395e-27	134622.766071848	21933.9764582889	49011.84343112	A	Pi	F1e	1	5	5.5	B	F1e	2	6	6.5	rR1(5.5)
369.2019364824706	369.3070277525872	7.09515874310864e-27	289916.576616004	21933.9764582889	49011.71733112	A	Pi	F1e	1	5	5.5	B	F2f	2	6	5.5	rQ21(5.5)
369.21504819564956	369.3201428596423	7.217043917307239e-25	31273.1439752026	2292.9699304	29369.7492324172	A	X	F2f	1	7	6.5	Pi	F2f	6	8	7.5	rR2(6.5)
369.2159737555298	369.3210686590979	1.0459607954840495e-24	45324.0480755519	2293.0378054	29369.7492324172	A	X	F1e	1	7	7.5	Pi	F2f	6	8	7.5	rQ21(7.5)
369.22977925656903	369.33487773361367	4.082203267837131e-24	61135.1052421448	2222.856715	29298.5557699173	A	X	F2f	1	4	3.5	Pi	F2e	6	4	3.5	qQ2(3.5)
369.23033463625313	369.3354332570551	1.9036969924560103e-24	28509.8226130268	2222.89744	29298.5557699173	A	X	F1e	1	4	4.5	Pi	F2e	6	4	3.5	qP21(4.5)
369.23451356628436	369.3396132687826	1.0472464551869572e-27	42908.5724203891	21884.6812111469	48960.03311152	A	Pi	F1f	1	1	1.5	B	F2f	2	3	2.5	sR21(1.5)
369.2513394598439	369.3564435176609	3.014409566460711e-27	121115.080024517	21917.0320483398	48991.150222	A	Pi	F1e	1	4	4.5	B	F1e	2	5	5.5	rR1(4.5)
369.2527947349128	369.35789916942355	8.188986888892572e-27	295213.416717329	21917.0320483398	48991.043522	A	Pi	F1e	1	4	4.5	B	F2f	2	5	4.5	rQ21(4.5)
369.25857186474315	369.3636777946487	6.704807434901193e-25	33940.5091619926	2207.2752736	29280.863179446	A	X	F2f	1	3	2.5	Pi	F2f	6	2	1.5	pP2(2.5)
369.29681073203085	369.40192656004336	3.7768815969219078e-25	32097.1348465067	2324.1275846	29394.9122259318	A	X	F2f	1	8	7.5	Pi	F2f	6	9	8.5	rR2(7.5)
369.2974930463364	369.40260905096676	3.0431668310384235e-27	104251.12206129	21903.1677853794	48973.902412	A	Pi	F1e	1	3	3.5	B	F1e	2	4	4.5	rR1(3.5)
369.29786016486526	369.4029762645247	5.178052872559278e-25	44004.8567340609	2324.2045096	29394.9122259318	A	X	F1e	1	8	8.5	Pi	F2f	6	9	8.5	rQ21(8.5)
369.29868402274303	369.4038003356591	8.767210137002117e-27	297935.764986767	21903.1677853794	48973.815112	A	Pi	F1e	1	3	3.5	B	F2f	2	4	3.5	rQ21(3.5)
369.3138738868815	369.41899413172393	4.663631088934678e-24	62115.5650168333	2242.333505	29311.8674457326	A	X	F2f	1	5	4.5	Pi	F2e	6	5	4.5	qQ2(4.5)
369.3145529937242	369.41967341435526	2.0465758314337845e-24	27258.6843704705	2242.38328	29311.8674457326	A	X	F1e	1	5	5.5	Pi	F2e	6	5	4.5	qP21(5.5)
369.3386656159819	369.44379227825743	2.394090876821444e-27	81890.5636144061	21892.3840569793	48960.10101152	A	Pi	F1e	1	2	2.5	B	F1e	2	3	3.5	rR1(2.5)
369.33959213685137	369.4447190389614	7.16751321541326e-27	293756.33552977	21892.3840569793	48960.03311152	A	Pi	F1e	1	2	2.5	B	F2f	2	3	2.5	rQ21(2.5)
369.369975460757	369.47511022778446	8.859802092651098e-25	33031.9559207881	2222.856715	29288.2793190691	A	X	F2f	1	4	3.5	Pi	F2f	6	3	2.5	pP2(3.5)
369.37484693996123	369.47998296800995	1.16084862670499e-27	49778.3360556334	21884.6811664032	48949.74682888	A	Pi	F1e	1	1	1.5	B	F1e	2	2	2.5	rR1(1.5)
369.37550886977215	369.4806450691669	4.577443213487673e-27	263851.496211055	21884.6811664032	48949.69832888	A	Pi	F1e	1	1	1.5	B	F2f	2	2	1.5	rQ21(1.5)
369.38730732588294	369.4924465794119	8.63944171559001e-28	435987.565435149	22064.8902664214	49129.042978	A	Pi	F1f	1	10	10.5	B	F1e	2	10	10.5	qQ1(10.5)
369.3900876345941	369.4952276078322	6.143826248971563e-28	165126.124164182	22064.8902664214	49128.839278	A	Pi	F1f	1	10	10.5	B	F2f	2	10	9.5	qP21(10.5)
369.39142581737957	369.4965661370192	1.9822196229111303e-25	32859.6113627345	2359.176625	29423.0275953815	A	X	F2f	1	9	8.5	Pi	F2f	6	10	9.5	rR2(8.5)
369.3925993143446	369.4977399377554	2.576884535942209e-25	42717.614331038	2359.2626	29423.0275953815	A	X	F1e	1	9	9.5	Pi	F2f	6	10	9.5	rQ21(9.5)
369.41077927162235	369.5159246011085	3.2882614874612288e-24	63206.8592472524	2265.7048816	29328.1380116335	A	X	F2f	1	6	5.5	Pi	F2e	6	6	5.5	qQ2(5.5)
369.41158227392594	369.5167278112785	1.3624834170771817e-24	26189.6704663256	2265.7637066	29328.1380116335	A	X	F1e	1	6	6.5	Pi	F2e	6	6	5.5	qP21(6.5)
369.4162755124708	369.5214222647233	1.111068600535829e-27	427576.234862129	22032.5518172729	49094.582318	A	Pi	F1f	1	9	9.5	B	F1e	2	9	9.5	qQ1(9.5)
369.4187914226178	369.52393882614405	8.257416680619574e-28	174057.144504653	22032.5518172729	49094.398018	A	Pi	F1f	1	9	9.5	B	F2f	2	9	8.5	qP21(9.5)
369.4403042313177	369.54545720371794	2.44532323600518e-27	418868.466770791	22003.2905866675	49063.56099472	A	Pi	F1f	1	8	8.5	B	F1e	2	8	8.5	qQ1(8.5)
369.44255560004484	369.5477091552439	1.7744987454716105e-27	184373.267775652	22003.2905866675	49063.39609472	A	Pi	F1f	1	8	8.5	B	F2f	2	8	7.5	qP21(8.5)
369.4593780929734	369.56453600292906	4.812802473880431e-27	409783.362035398	21977.1074074869	49035.98082688	A	Pi	F1f	1	7	7.5	B	F1e	2	7	7.5	qQ1(7.5)
369.4613647984868	369.5665232227329	3.452742120923345e-27	196647.11224303	21977.1074074869	49035.83532688	A	Pi	F1f	1	7	7.5	B	F2f	2	7	6.5	qP21(7.5)
369.46912967967023	369.57429011398324	5.0463015622135364e-27	291304.187057029	21884.6812111469	48942.84047032	A	Pi	F1f	1	1	1.5	B	F1e	2	1	1.5	qQ1(1.5)
369.469527040038	369.5746875772144	5.942780269075949e-27	676097.969058201	21884.6812111469	48942.81137032	A	Pi	F1f	1	1	1.5	B	F2f	2	1	0.5	qP21(1.5)
369.47348340256326	369.5786449639113	7.731580394571614e-27	400172.429121246	21954.0030059069	49011.84343112	A	Pi	F1f	1	6	6.5	B	F1e	2	6	6.5	qQ1(6.5)
369.47520534424234	369.5803673513447	5.180752125898942e-27	211848.340219799	21954.0030059069	49011.71733112	A	Pi	F1f	1	6	6.5	B	F2f	2	6	5.5	qP21(6.5)
369.4800084578248	369.5851717082973	7.944085079497333e-27	340747.198208156	21892.3842356299	48949.74682888	A	Pi	F1f	1	2	2.5	B	F1e	2	2	2.5	qQ1(2.5)
369.48067076457835	369.58583418650073	6.853551541084013e-27	395162.662401201	21892.3842356299	48949.69832888	A	Pi	F1f	1	2	2.5	B	F2f	2	2	1.5	qP21(2.5)
369.4826082324016	369.5877721558722	9.694224514214246e-27	389745.355920469	21933.9780064037	48991.150222	A	Pi	F1f	1	5	5.5	B	F1e	2	5	5.5	qQ1(5.5)
369.48406533089747	369.5892296315643	6.4246814071338455e-27	231755.167858739	21933.9780064037	48991.043522	A	Pi	F1f	1	5	5.5	B	F2f	2	5	4.5	qP21(5.5)
369.48587797957373	369.59104274947765	1.0610031324745816e-26	363063.807908127	21903.168230878	48960.10101152	A	Pi	F1f	1	3	3.5	B	F1e	2	3	3.5	qQ1(3.5)
369.4867424899061	369.5919074836044	1.1024978145585743e-26	377881.132711225	21917.0329364593	48973.902412	A	Pi	F1f	1	4	4.5	B	F1e	2	4	4.5	qQ1(4.5)
369.4868052391521	369.5919702490942	7.447407566868748e-27	305349.297688789	21903.168230878	48960.03311152	A	Pi	F1f	1	3	3.5	B	F2f	2	3	2.5	qP21(3.5)
369.4879346872263	369.59309998954683	7.647159238528131e-27	260006.289418219	21917.0329364593	48973.815112	A	Pi	F1f	1	4	4.5	B	F2f	2	4	3.5	qP21(4.5)
369.49421164498983	369.5993785722186	1.3580915577898277e-24	32794.2120710726	2242.333505	29298.6560524851	A	X	F2f	1	5	4.5	Pi	F2f	6	4	3.5	pP2(4.5)
369.516355807208	369.621528466897	6.428292731485605e-27	710394.066641018	21884.6811664032	48939.38234	A	Pi	F1e	1	1	1.5	B	F1e	2	0	0.5	pP1(1.5)
369.52051994312404	369.6256936807881	2.6505424103115346e-24	64335.5932219398	2292.9699304	29347.3662317461	A	X	F2f	1	7	6.5	Pi	F2e	6	7	6.5	qQ2(6.5)
369.52144703510686	369.6266210127685	1.0395509704500981e-24	25232.6829028466	2293.0378054	29347.3662317461	A	X	F1e	1	7	7.5	Pi	F2e	6	7	6.5	qP21(7.5)
369.5743418424117	369.67952951315885	7.554896299202382e-27	436240.202110242	21892.3840569793	48942.84047032	A	Pi	F1e	1	2	2.5	B	F1e	2	1	1.5	pP1(2.5)
369.62732500450795	369.73252639146756	8.252790753643917e-27	354129.707463079	21903.1677853794	48949.74682888	A	Pi	F1e	1	3	3.5	B	F1e	2	2	2.5	pP1(3.5)
369.63130699722745	369.73650941505036	2.122478328309223e-24	32855.9812513046	2265.7048816	29311.9925631187	A	X	F2f	1	6	5.5	Pi	F2f	6	5	4.5	pP2(5.5)
369.6431240668379	369.74832954388745	1.3282947609099255e-24	65470.8308966164	2324.1275846	29369.5506493526	A	X	F2f	1	8	7.5	Pi	F2e	6	8	7.5	qQ2(7.5)
369.6441754687553	369.7493812179945	4.940427477154488e-25	24351.1321004664	2324.2045096	29369.5506493526	A	X	F1e	1	8	8.5	Pi	F2e	6	8	7.5	qP21(8.5)
369.6753023615553	369.7805161690504	9.25160432643439e-27	316742.200682014	21917.0320483398	48960.10101152	A	Pi	F1e	1	4	4.5	B	F1e	2	3	3.5	pP1(4.5)
369.7182729990717	369.8234979311231	8.645405668168859e-27	296506.962837127	21933.9764582889	48973.902412	A	Pi	F1e	1	5	5.5	B	F1e	2	4	4.5	pP1(5.5)
369.75623798061116	369.8614727414568	7.07355080377305e-27	284594.729504724	21954.0005403129	48991.150222	A	Pi	F1e	1	6	6.5	B	F1e	2	5	5.5	pP1(6.5)
369.7732214310059	369.8784605887572	3.2612843560100766e-27	106418.542729761	20469.8887705937	47505.796685	A	Pi	F1f	0	8	8.5	B	F2f	1	10	9.5	sR21(8.5)
369.7786234155774	369.88386397187315	6.807027293217322e-25	66597.1276294789	2359.176625	29394.6895901193	A	X	F2f	1	9	8.5	Pi	F2e	6	9	8.5	qQ2(8.5)
369.77979937385965	369.8850402346049	2.4044547357537167e-25	23524.2612149392	2359.2626	29394.6895901193	A	X	F1e	1	9	9.5	Pi	F2e	6	9	8.5	qP21(9.5)
369.7812917976559	369.8865330447823	1.7838702561400773e-24	33073.7291776382	2292.9699304	29328.2878093272	A	X	F2f	1	7	6.5	Pi	F2f	6	6	5.5	pP2(6.5)
369.7892002996479	369.894443594249	5.353470700424735e-27	277322.595565091	21977.1037285432	49011.84343112	A	Pi	F1e	1	7	7.5	B	F1e	2	6	6.5	pP1(7.5)
369.81716482379795	369.9224153583311	3.2018549891404764e-27	272884.143962255	22003.2853620395	49035.98082688	A	Pi	F1e	1	8	8.5	B	F1e	2	7	7.5	pP1(8.5)
369.84013823250984	369.9453947148429	1.5762252200607655e-27	270289.653759447	22032.5446802499	49063.56099472	A	Pi	F1e	1	9	9.5	B	F1e	2	8	8.5	pP1(9.5)
369.85812894942865	369.96339008957943	6.980422895948634e-28	268951.238314013	22064.8808181335	49094.582318	A	Pi	F1e	1	10	10.5	B	F1e	2	9	9.5	pP1(10.5)
369.8901141545821	369.99538357581224	3.9693618254202874e-27	105817.955115294	20443.3836123567	47470.747855	A	Pi	F1f	0	7	7.5	B	F2f	1	9	8.5	sR21(7.5)
369.9270533412283	370.0323323262557	1.9978758668210043e-25	67705.6644487105	2398.11568	29422.7811656718	A	X	F2f	1	10	9.5	Pi	F2e	6	10	9.5	qQ2(9.5)
369.9283541286347	370.03363345044676	6.710025563789137e-26	22739.5677710791	2398.210705	29422.7811656718	A	X	F1e	1	10	10.5	Pi	F2e	6	10	9.5	qP21(10.5)
369.94420001147444	370.0494834359289	1.4604740374290262e-24	33379.8823211317	2324.1275846	29347.5405269705	A	X	F2f	1	8	7.5	Pi	F2f	6	7	6.5	pP2(7.5)
370.001827706009	370.10712605098604	7.546906693252813e-27	104134.102535008	20419.9952079743	47439.1993684	A	Pi	F1f	0	6	6.5	B	F2f	1	8	7.5	sR21(6.5)
370.1083365920696	370.21366251430254	1.2858351686468895e-26	100899.905561465	20399.724147223	47411.1529856	A	Pi	F1f	0	5	5.5	B	F2f	1	7	6.5	sR21(5.5)
370.1200692698318	370.2253982299495	7.766874970934385e-25	33738.1856973794	2359.176625	29369.7492324172	A	X	F2f	1	9	8.5	Pi	F2f	6	8	7.5	pP2(8.5)
370.1757284474441	370.28107181928885	2.910752700080492e-27	183238.280273751	20499.5026006797	47506.014035	A	Pi	F1e	0	9	9.5	B	F1e	1	10	10.5	rR1(9.5)
370.1787077439445	370.28405188722076	8.481565828599886e-27	277064.346752061	20499.5026006797	47505.796685	A	Pi	F1e	0	9	9.5	B	F2f	1	10	9.5	rQ21(9.5)
370.2096171196024	370.3149692663144	1.663929777207382e-26	95365.9195689861	20382.5709266971	47386.6102714	A	Pi	F1f	0	4	4.5	B	F2f	1	6	5.5	sR21(4.5)
370.2504520057177	370.35581472603263	3.5875661634228746e-27	174849.373288035	20469.8833568244	47470.944505	A	Pi	F1e	0	8	8.5	B	F1e	1	9	9.5	rR1(8.5)
370.2531486459425	370.3585120645186	1.067621529302563e-26	284893.161286193	20469.8833568244	47470.747855	A	Pi	F1e	0	8	8.5	B	F2f	1	9	8.5	rQ21(8.5)
370.30182987572323	370.4072058998073	7.218821744687363e-28	194497.388049141	22131.5243210525	49128.839278	A	Pi	F2f	1	9	8.5	B	F2f	2	10	9.5	rR2(8.5)
370.30564746857783	370.4110244811976	2.0135952170951603e-26	86252.0612076159	20368.5359544029	47365.572595	A	Pi	F1f	0	3	3.5	B	F2f	1	5	4.5	sR21(3.5)
370.3089408477771	370.41431871319264	4.00479148269407e-25	34127.2595587619	2398.11568	29394.9122259318	A	X	F2f	1	10	9.5	Pi	F2f	6	9	8.5	pP2(9.5)
370.3199289628485	370.425309673561	7.36401301719822e-27	165578.205505362	20443.3797995934	47439.3753184	A	Pi	F1e	0	7	7.5	B	F1e	1	8	8.5	rR1(7.5)
370.32234264991735	370.4277239856389	2.1189185621815174e-26	292626.935675982	20443.3797995934	47439.1993684	A	Pi	F1e	0	7	7.5	B	F2f	1	8	7.5	rQ21(7.5)
370.3841391631351	370.4895365008546	1.3449961200172026e-26	155137.235436747	20419.9926523138	47411.3082356	A	Pi	F1e	0	6	6.5	B	F1e	1	7	7.5	rR1(6.5)
370.3862696239713	370.49166751337253	3.821531305162431e-26	300101.996262086	20419.9926523138	47411.1529856	A	Pi	F1e	0	6	6.5	B	F2f	1	7	6.5	rQ21(6.5)
370.39640775785176	370.5018082725231	1.781842213095867e-26	71198.8107259816	20357.6195538535	47348.04113	A	Pi	F1f	0	2	2.5	B	F2f	1	4	3.5	sR21(2.5)
370.40618025544785	370.51158330071667	8.957539757093301e-28	189319.613847269	22104.6885171131	49094.398018	A	Pi	F2f	1	8	7.5	B	F2f	2	9	8.5	rR2(7.5)
370.44306424533374	370.5484768418234	2.023729022982382e-26	143083.149755221	20399.7225423455	47386.7448214	A	Pi	F1e	0	5	5.5	B	F1e	1	6	6.5	rR1(5.5)
370.44491123082594	370.55032430560135	5.353325464094742e-26	307013.720500135	20399.7225423455	47386.6102714	A	Pi	F1e	0	5	5.5	B	F2f	1	6	5.5	rQ21(5.5)
370.4818801024079	370.5873027505133	9.016615896691025e-27	45485.2714039128	20349.8219675822	47334.0168544	A	Pi	F1f	0	1	1.5	B	F2f	1	3	2.5	sR21(1.5)
370.4966877161678	370.60211419883564	2.702735270496063e-26	128698.870681932	20382.5700059103	47365.686445	A	Pi	F1e	0	4	4.5	B	F1e	1	5	5.5	rR1(4.5)
370.49825100131727	370.6036778888128	7.296997237328661e-26	312728.393750755	20382.5700059103	47365.572595	A	Pi	F1e	0	4	4.5	B	F2f	1	5	4.5	rQ21(4.5)
370.50663839162723	370.6120674511215	1.7641595721723136e-27	183826.942430816	22081.0043210931	49063.39609472	A	Pi	F2f	1	7	6.5	B	F2f	2	8	7.5	rR2(6.5)
370.52859866278436	370.6340334091407	2.522474715303279e-24	38857.1120843144	2222.89744	29203.6900780065	A	X	F1e	1	4	4.5	Pi	F1e	6	5	5.5	rR1(4.5)
370.53281731450284	370.638253153332	3.1967652070917387e-24	39869.1473031607	2207.3069486	29187.7924082674	A	X	F1e	1	3	3.5	Pi	F1e	6	4	4.5	rR1(3.5)
370.5381981991673	370.6436354314464	1.6090429814534977e-24	38338.3508633727	2242.38328	29222.4769442539	A	X	F1e	1	5	5.5	Pi	F1e	6	6	6.5	rR1(5.5)
370.544995017151	370.6504340095581	2.750547217566376e-26	110753.690705896	20368.5354924747	47348.13428	A	Pi	F1e	0	3	3.5	B	F1e	1	4	4.5	rR1(3.5)
370.5462744012026	370.65171372492404	7.898010191006866e-26	315716.199499369	20368.5354924747	47348.04113	A	Pi	F1e	0	3	3.5	B	F2f	1	4	3.5	rQ21(3.5)
370.5508560063634	370.6562965165563	3.5522747488381386e-24	41807.0629596501	2195.6124154	29174.7844785227	A	X	F1e	1	2	2.5	Pi	F1e	6	3	3.5	rR1(2.5)
370.561616480554	370.66705977733136	9.866662290319073e-25	38110.3981358922	2265.7637066	29244.1523608474	A	X	F1e	1	6	6.5	Pi	F1e	6	7	7.5	rR1(6.5)
370.5827189616983	370.6881677233066	2.893538269342964e-24	45793.7637133009	2187.8142976	29164.6667324053	A	X	F1e	1	1	1.5	Pi	F1e	6	2	2.5	rR1(1.5)
370.5879735834902	370.69342370587464	2.0824365432584246e-26	86977.4601786775	20357.6193686008	47334.0893044	A	Pi	F1e	0	2	2.5	B	F1e	1	3	3.5	rR1(2.5)
370.5889688900478	370.69441927018454	6.170890498745729e-26	311387.069084687	20357.6193686008	47334.0168544	A	Pi	F1e	0	2	2.5	B	F2f	1	3	2.5	rQ21(2.5)
370.59885651697607	370.7043094576939	4.615574553739518e-25	38065.5938402801	2293.0378054	29268.7155757207	A	X	F1e	1	7	7.5	Pi	F1e	6	8	8.5	rR1(7.5)
370.6031973252201	370.70865139007213	3.1139513682194774e-27	177899.756346025	22060.4735097163	49035.83532688	A	Pi	F2f	1	6	5.5	B	F2f	2	7	6.5	rR2(5.5)
370.6251022626676	370.7305620002422	7.356246593109545e-27	463654.046724957	20532.2464932955	47506.014035	A	Pi	F1f	0	10	10.5	B	F1e	1	10	10.5	qQ1(10.5)
370.6256128938786	370.73107276369194	7.709793338672125e-27	52857.0760553713	20349.8219211826	47323.5523006	A	Pi	F1e	0	1	1.5	B	F1e	1	2	2.5	rR1(1.5)
370.62632397100384	370.7317840249655	2.9867064955481086e-26	279774.237450137	20349.8219211826	47323.5005506	A	Pi	F1e	0	1	1.5	B	F2f	1	2	1.5	rQ21(1.5)
370.6280887966992	370.73354930769995	5.338647775422226e-27	174607.444624387	20532.2464932955	47505.796685	A	Pi	F1f	0	10	10.5	B	F2f	1	10	9.5	qP21(10.5)
370.628412744689	370.733873339583	2.768896255607553e-24	55943.2716791129	2183.9129	29157.4395160593	A	X	F1e	1	0	0.5	Pi	F1e	6	1	1.5	rR1(0.5)
370.6499238215908	370.7553899872574	2.3525754257325554e-25	38141.2264016449	2324.2045096	29296.1657273282	A	X	F1e	1	8	8.5	Pi	F1e	6	9	9.5	rR1(8.5)
370.65716218588125	370.7626302260929	9.318098964532335e-27	454640.652339944	20499.509994726	47470.944505	A	Pi	F1f	0	9	9.5	B	F1e	1	9	9.5	qQ1(9.5)
370.6598647535046	370.7653334936111	6.892113083420434e-27	184116.998420841	20499.509994726	47470.747855	A	Pi	F1f	0	9	9.5	B	F2f	1	9	8.5	qP21(9.5)
370.68184180782276	370.7873162394395	3.0294925832671517e-24	53327.7230343153	2187.8007226	29157.439547954	A	X	F2f	1	1	0.5	Pi	F1f	6	1	1.5	qR12(0.5)
370.6820283930855	370.78750287302347	2.601247208892183e-24	45789.4042352011	2187.8142976	29157.439547954	A	X	F1e	1	1	1.5	Pi	F1f	6	1	1.5	qQ1(1.5)
370.6839348385691	370.78940981223093	1.9785488714714204e-26	445309.617813204	20469.8887705937	47439.3753184	A	Pi	F1f	0	8	8.5	B	F1e	1	8	8.5	qQ1(8.5)
370.68635327285085	370.79182887283025	1.4113263642702097e-26	195098.603284568	20469.8887705937	47439.1993684	A	Pi	F1f	0	8	8.5	B	F2f	1	8	7.5	qP21(8.5)
370.68956317251366	370.795039603782	3.5695030663629726e-24	41614.3774395272	2195.5897904	29164.6668597309	A	X	F2f	1	2	1.5	Pi	F1f	6	2	2.5	qR12(1.5)
370.68987416101095	370.79535067281813	4.5895097064482434e-24	53505.9771238565	2195.6124154	29164.6668597309	A	X	F1e	1	2	2.5	Pi	F1f	6	2	2.5	qQ1(2.5)
370.69585004896146	370.8013281083867	4.176019707218735e-27	171327.540173888	22043.0976365407	49011.71733112	A	Pi	F2f	1	5	4.5	B	F2f	2	6	5.5	rR2(4.5)
370.70540460861633	370.8108851424604	3.773041907172207e-26	435575.228178418	20443.3836123567	47411.3082356	A	Pi	F1f	0	7	7.5	B	F1e	1	7	7.5	qQ1(7.5)
370.707538766767	370.8130198533118	2.6484305428848004e-26	208159.664866807	20443.3836123567	47411.1529856	A	Pi	F1f	0	7	7.5	B	F2f	1	7	6.5	qP21(7.5)
370.7091566192677	370.8146381248013	2.51599562820506e-28	127423.523915556	22161.3912947501	49129.042978	A	Pi	F2e	1	10	9.5	B	F1e	2	10	10.5	qR12(9.5)
370.7111108854625	370.8165928971095	3.499583648860366e-24	36220.8640482866	2207.2752736	29174.7847959549	A	X	F2f	1	3	2.5	Pi	F1f	6	3	3.5	qR12(2.5)
370.7115463201209	370.8170284445361	5.502021922879566e-24	56946.2662224107	2207.3069486	29174.7847959549	A	X	F1e	1	3	3.5	Pi	F1f	6	3	3.5	qQ1(3.5)
370.7119568614321	370.8174390921688	1.5817240784254383e-27	426637.38125364	22161.3912947501	49128.839278	A	Pi	F2e	1	10	9.5	B	F2f	2	10	9.5	qQ2(9.5)
370.714826465665	370.8203094395688	2.242127705916742e-25	38298.1677877115	2359.2626	29326.5018407883	A	X	F1e	1	9	9.5	Pi	F1e	6	10	10.5	rR1(9.5)
370.72155759802683	370.8270423151549	6.010526776708683e-26	425280.07212844	20419.9952079743	47386.7448214	A	Pi	F1f	0	6	6.5	B	F1e	1	6	6.5	qQ1(6.5)
370.7222137169646	370.8276986040142	2.4079904665448534e-26	309232.569037243	20349.8219675822	47316.5238554	A	Pi	F1f	0	1	1.5	B	F1e	1	1	1.5	qQ1(1.5)
370.7226405853362	370.82812558293614	2.836933138903929e-26	717100.729901631	20349.8219675822	47316.4928054	A	Pi	F1f	0	1	1.5	B	F2f	1	1	0.5	qP21(1.5)
370.7234073615227	370.8288925577021	3.908629506106906e-26	224328.7877355	20419.9952079743	47386.6102714	A	Pi	F1f	0	6	6.5	B	F2f	1	6	5.5	qP21(6.5)
370.7323817005907	370.8378692209465	8.691102425709039e-26	414116.256545176	20399.724147223	47365.686445	A	Pi	F1f	0	5	5.5	B	F1e	1	5	5.5	qQ1(5.5)
370.7327879837311	370.83827560930644	5.275869362664902e-26	361809.525610339	20357.6195538535	47323.5523006	A	Pi	F1f	0	2	2.5	B	F1e	1	2	2.5	qQ1(2.5)
370.733499472148	370.8389872819851	4.471681792592095e-26	418997.692171542	20357.6195538535	47323.5005506	A	Pi	F1f	0	2	2.5	B	F2f	1	2	1.5	qP21(2.5)
370.73394697528204	370.83943490101376	5.724514344248948e-26	245492.351545369	20399.724147223	47365.572595	A	Pi	F1f	0	5	5.5	B	F2f	1	5	4.5	qP21(5.5)
370.7378666745962	370.84335561545544	9.964127172973586e-26	401424.942359031	20382.5709266971	47348.13428	A	Pi	F1f	0	4	4.5	B	F1e	1	4	4.5	qQ1(4.5)
370.7380042092858	370.84349318576386	9.228338145501072e-26	385597.515354246	20368.5359544029	47334.0893044	A	Pi	F1f	0	3	3.5	B	F1e	1	3	3.5	qQ1(3.5)
370.7390003218631	370.8444895563156	6.411583059955348e-26	323663.546678991	20368.5359544029	47334.0168544	A	Pi	F1f	0	3	3.5	B	F2f	1	3	2.5	qP21(3.5)
370.7391473908	370.84463666334057	6.888632465455378e-26	275510.516260354	20382.5709266971	47348.04113	A	Pi	F1f	0	4	4.5	B	F2f	1	4	3.5	qP21(4.5)
370.7464878241206	370.8519789976981	3.316342055608612e-24	32936.0614625636	2222.856715	29187.7930408813	A	X	F2f	1	4	3.5	Pi	F1f	6	4	4.5	qR12(3.5)
370.7470477757218	370.8525390943167	5.9607024855722426e-24	59198.4652480158	2222.89744	29187.7930408813	A	X	F1e	1	4	4.5	Pi	F1f	6	4	4.5	qQ1(4.5)
370.7706045648923	370.87610198429525	1.9048004035391966e-26	753901.986649112	20349.8219211826	47313.00436	A	Pi	F1e	0	1	1.5	B	F1e	1	0	0.5	pP1(1.5)
370.77083344929866	370.87633092797887	3.3784797721588644e-28	130491.884900608	22131.4165236805	49094.582318	A	Pi	F2e	1	9	8.5	B	F1e	2	9	9.5	qR12(8.5)
370.77336784298825	370.87886597803646	1.9789451251740743e-27	418669.104710868	22131.4165236805	49094.398018	A	Pi	F2e	1	9	8.5	B	F2f	2	9	8.5	qQ2(8.5)
370.7845894484004	370.8900904896738	4.522353372999313e-27	163707.376490235	22028.878027642	48991.043522	A	Pi	F2f	1	4	3.5	B	F2f	2	5	4.5	rR2(3.5)
370.7889320717393	370.89443423768915	2.058445212122411e-24	41607.2044639499	2195.5897904	29157.4395160593	A	X	F2f	1	2	1.5	Pi	F1e	6	1	1.5	pQ12(1.5)
370.7892432269822	370.8947454735168	5.790521992654409e-25	11704.3501209856	2195.6124154	29157.4395160593	A	X	F1e	1	2	2.5	Pi	F1e	6	1	1.5	pP1(2.5)
370.79569921917664	370.901203137723	2.586610761313301e-24	30612.3939341056	2242.333505	29203.6911803128	A	X	F2f	1	5	4.5	Pi	F1f	6	5	5.5	qR12(4.5)
370.7963837863864	370.9018878822263	5.152318624172426e-24	60977.5158064362	2242.38328	29203.6911803128	A	X	F1e	1	5	5.5	Pi	F1f	6	5	5.5	qQ1(5.5)
370.82855046611667	370.93406289273423	7.7594536534353445e-28	133413.993584884	22104.5917320568	49063.56099472	A	Pi	F2e	1	8	7.5	B	F1e	2	8	8.5	qR12(7.5)
