2.042104604290438488e+02	2.042760232791500528e+02	2.084806023781766975e-27
2.042106267202860579e+02	2.042761896010120211e+02	7.350534719597427696e-27
2.042108633505067701e+02	2.042764262748043222e+02	5.374821503663251143e-27
2.042109867112539519e+02	2.042765496582664468e+02	1.636384804989628506e-26
2.042111484108398258e+02	2.042767113876268184e+02	4.516631509891535320e-29
2.042112337637949508e+02	2.042767967562984381e+02	1.818196541517058628e-28
2.042123363579547970e+02	2.042778995534856392e+02	5.027989659185480118e-28
2.042127822187054278e+02	2.042783454963360725e+02	1.472720608807340375e-27
2.042128329265866284e+02	2.042783962135545721e+02	2.055479372908289658e-26
2.042131052932122657e+02	2.042786686303334420e+02	9.688890068806603696e-30
2.042131499932698659e+02	2.042787133386220546e+02	3.551363154439981586e-26
2.042133590421162239e+02	2.042789224259625200e+02	5.463613253284216120e-28
2.042162571449752591e+02	2.042818210624862445e+02	1.632867749963266837e-28
2.042167459563941350e+02	2.042823099639180100e+02	7.450809519872680626e-28
2.042170770752529165e+02	2.042826411437514764e+02	3.957343198536529323e-26
2.042171070537459059e+02	2.042826711277649565e+02	3.942199380445656656e-30
2.042173512212845594e+02	2.042829153402666122e+02	5.525913384857715322e-26
2.042175222682530205e+02	2.042830864187330633e+02	1.255885198637194987e-27
2.042233575256162794e+02	2.042889227506892098e+02	6.109654075563590275e-26
2.042235887520562869e+02	2.042891540197123277e+02	7.514018637013817758e-26
2.042237217966865614e+02	2.042892870888443611e+02	2.782962614529007796e-27
2.042316729687366035e+02	2.042972397252709698e+02	7.701913143559217965e-26
2.042318612740748449e+02	2.042974280652913137e+02	7.823741098429260172e-26
2.042319563136322245e+02	2.042975231223531125e+02	5.588376098062180564e-27
2.042420224271866118e+02	2.043075910900011820e+02	7.591420316811034554e-26
2.042421678073456519e+02	2.043077364969396399e+02	6.623138758032959384e-26
2.042422248368229134e+02	2.043077935369219347e+02	1.324626272334347535e-26
2.042544052549187086e+02	2.043199761988521459e+02	6.593375247967961726e-26
2.042545267153735438e+02	2.043200976816836487e+02	6.262960429603683859e-26
2.042852295916805190e+02	2.043508062154234892e+02	6.396040687331679471e-26
2.042852866451995055e+02	2.043508632794572861e+02	1.279206708615106373e-25
2.043036309444927952e+02	2.043692109599336391e+02	1.317404776191948711e-26
2.043037260508339727e+02	2.043693060838065776e+02	1.185662091100340412e-25
2.043037524634779345e+02	2.043693325013194055e+02	1.251385469206455169e-25
2.043240663630724896e+02	2.043896501459964270e+02	5.413740242258751812e-27
2.043241995386030680e+02	2.043897833460823108e+02	1.082745225962487853e-25
2.043242689352984485e+02	2.043898527555733438e+02	1.190250260123691211e-25
2.043465368542476597e+02	2.044121247808979547e+02	2.846152968236257114e-27
2.043467081176111719e+02	2.044122960758480190e+02	9.961501998300131159e-26
2.043468205178353969e+02	2.044124084968024988e+02	1.115164680701141545e-25
2.043710437571154444e+02	2.044366362042817400e+02	1.384548943043870488e-27
2.043712531292354129e+02	2.044368456150279201e+02	7.476533658614546205e-26
2.043714085550391815e+02	2.044370010695056408e+02	9.712248408137650479e-26
2.043975887434742731e+02	2.044631860885806418e+02	6.066744706665040695e-28
2.043978362475576489e+02	2.044634336383393816e+02	4.671370801011755004e-26
2.043980347235693102e+02	2.044636321509786967e+02	6.757857957875623425e-26
2.044261738183360535e+02	2.044917764395292465e+02	2.274348333455910918e-28
2.044264594798781900e+02	2.044920621538063585e+02	2.365309047602777650e-26
2.044267010333088308e+02	2.044923037518294393e+02	4.189450252341951535e-26
2.044568013205210093e+02	2.045224095967591325e+02	6.147228575417832693e-29
2.044571251673111760e+02	2.045227335033551128e+02	8.298706005323164473e-27
2.044574098279601913e+02	2.045230182165734618e+02	1.881835038456708149e-26
2.044894739233344012e+02	2.045550882344750505e+02	1.364113467013134689e-29
2.044898359854618093e+02	2.045554503634913317e+02	2.318976472509277150e-27
2.044901637857236665e+02	2.045557782243126326e+02	6.064246576691877345e-27
2.045241946353248466e+02	2.045898153622140967e+02	2.644125500940874512e-30
2.045245949451854699e+02	2.045902157460598687e+02	5.526179037739548703e-28
2.045249659200573547e+02	2.045905867894955179e+02	1.637089536877915518e-27
2.112187800151665158e+02	2.112856819576692544e+02	6.403787214901941875e-27
2.112192184486745532e+02	2.112861204776888258e+02	2.715458723829105272e-26
2.112193121068189612e+02	2.112862141543138819e+02	1.982289248215741398e-26
2.112196577234633992e+02	2.112865598391555864e+02	1.304129128549383057e-28
2.112196988126198391e+02	2.112866009364197737e+02	7.135802851712015990e-26
2.112200037695401988e+02	2.112869059535146050e+02	5.996438358296723993e-28
2.112202567379211473e+02	2.112871589718115786e+02	2.373217722450925416e-27
2.112208405674606979e+02	2.112877429165537535e+02	9.004211489400516894e-27
2.112212268505501527e+02	2.112881292758657139e+02	4.764098216690496207e-29
2.112215696209885323e+02	2.112884721139408271e+02	9.852160039990680202e-26
