State	Vibr.	J	Energy	Index
Pi	5	9.5	27896.6170028072	298
Pi	5	9.5	27896.6247661485	299
Pi	5	3.5	27898.4007901645	300
Pi	5	3.5	27898.4623306735	301
Pi	5	4.5	27911.8944120677	302
Pi	5	4.5	27911.9709779623	303
Pi	5	10.5	27927.3649887431	304
Pi	5	10.5	27927.3752716714	305
Pi	5	5.5	27928.3862856213	306
Pi	5	5.5	27928.4776405344	307
Pi	5	6.5	27947.8751695407	308
Pi	5	6.5	27947.9810332079	309
Pi	5	7.5	27970.3595990206	310
Pi	5	7.5	27970.4796490183	311
Pi	5	8.5	27995.8378889031	312
Pi	5	8.5	27995.971762595	313
Pi	5	9.5	28024.3081371928	314
Pi	5	9.5	28024.4554338515	315
Pi	6	1.5	29157.4395160593	318
Pi	6	1.5	29157.439547954	319
Pi	6	2.5	29164.6667324053	320
Pi	6	2.5	29164.6668597309	321
Pi	6	3.5	29174.7844785227	322
Pi	6	3.5	29174.7847959549	323
Pi	6	4.5	29187.7924082674	324
Pi	6	4.5	29187.7930408813	325
Pi	6	5.5	29203.6900780065	326
Pi	6	5.5	29203.6911803128	327
Pi	6	6.5	29222.4769442539	328
Pi	6	6.5	29222.4786990295	329
Pi	6	7.5	29244.1523608474	330
Pi	6	7.5	29244.1549777828	331
Pi	6	8.5	29268.7155757207	332
Pi	6	8.5	29268.7192899082	333
Pi	6	0.5	29276.38307304	334
Pi	6	0.5	29276.40822304	335
Pi	6	1.5	29280.8129113407	336
Pi	6	1.5	29280.863179446	337
Pi	6	2.5	29288.2039963947	338
Pi	6	2.5	29288.2793190691	339
Pi	6	9.5	29296.1657273282	340
Pi	6	9.5	29296.1707976185	341
Pi	6	3.5	29298.5557699173	342
Pi	6	3.5	29298.6560524851	343
Pi	6	4.5	29311.8674457326	344
Pi	6	4.5	29311.9925631187	345
Pi	6	10.5	29326.5018407883	346
Pi	6	10.5	29326.5085480414	347
Pi	6	5.5	29328.1380116335	348
Pi	6	5.5	29328.2878093272	349
Pi	6	6.5	29347.3662317461	350
Pi	6	6.5	29347.5405269705	351
Pi	6	7.5	29369.5506493526	352
Pi	6	7.5	29369.7492324172	353
Pi	6	8.5	29394.6895901193	354
Pi	6	8.5	29394.9122259318	355
Pi	6	9.5	29422.7811656718	356
Pi	6	9.5	29423.0275953815	357
B	0	0.5	45633.63829	360
B	0	0.5	45637.18628008	361
B	0	1.5	45637.21823008	362
B	0	1.5	45644.31401872	363
B	0	2.5	45644.36726872	364
B	0	2.5	45655.01047288	365
B	0	3.5	45655.08502288	366
B	0	3.5	45669.275068	367
B	0	4.5	45669.370918	368
B	0	4.5	45687.107038	369
B	0	5.5	45687.224188	370
B	0	5.5	45708.50542528	371
B	0	6.5	45708.64387528	372
B	0	6.5	45733.46908072	373
B	0	7.5	45733.62883072	374
B	0	7.5	45761.99666368	375
B	0	8.5	45762.17771368	376
B	0	8.5	45794.086642	377
B	0	9.5	45794.288992	378
B	0	9.5	45829.737292	379
B	0	10.5	45829.960942	380
B	1	0.5	47313.00436	382
B	1	0.5	47316.4928054	383
B	1	1.5	47316.5238554	384
B	1	1.5	47323.5005506	385
B	1	2.5	47323.5523006	386
B	1	2.5	47334.0168544	387
B	1	3.5	47334.0893044	388
B	1	3.5	47348.04113	389
B	1	4.5	47348.13428	390
B	1	4.5	47365.572595	391
B	1	5.5	47365.686445	392
B	1	5.5	47386.6102714	393
B	1	6.5	47386.7448214	394
B	1	6.5	47411.1529856	395
B	1	7.5	47411.3082356	396
B	1	7.5	47439.1993684	397
B	1	8.5	47439.3753184	398
B	1	8.5	47470.747855	399
B	1	9.5	47470.944505	400
B	1	9.5	47505.796685	401
B	1	10.5	47506.014035	402
B	2	0.5	48939.38234	404
B	2	0.5	48942.81137032	405
B	2	1.5	48942.84047032	406
B	2	1.5	48949.69832888	407
B	2	2.5	48949.74682888	408
B	2	2.5	48960.03311152	409
B	2	3.5	48960.10101152	410
B	2	3.5	48973.815112	411
B	2	4.5	48973.902412	412
B	2	4.5	48991.043522	413
B	2	5.5	48991.150222	414
B	2	5.5	49011.71733112	415
B	2	6.5	49011.84343112	416
B	2	6.5	49035.83532688	417
B	2	7.5	49035.98082688	418
B	2	7.5	49063.39609472	419
B	2	8.5	49063.56099472	420
B	2	8.5	49094.398018	421
B	2	9.5	49094.582318	422
B	2	9.5	49128.839278	423
B	2	10.5	49129.042978	424
